order_id,product_id,qty,unit_price,discount
O00643,P050,1,76.06,0.05
O00643,P019,3,57.19,0.15
O00644,P014,3,232.62,0.15
O00644,,1,234.17,0.10
O00644,P055,4,19.08,0.00
O00644,P040,4,85.49,0.00
O00645,P001,3,223.09,0.00
O00646,P023,1,29.82,0.05
O00646,P013,1,134.62,0.00
O00646,P027,1,228.70,0.00
O00646,P010,3,60.38,0.05
O00647,P020,3,109.93,0.00
O00647,P035,3,31.62,0.05
O00647,P043,4,44.64,0.00
O00648,P001,3,221.47,0.15
O00648,P013,1,51.43,1.50
O00648,P009,4,108.15,0.00
O00648,P058,1,44.27,0.00
O00649,P043,3,34.09,0.05
O00649,P036,4,200.95,0.15
O00649,P009,3,189.01,0.20
O00649,P057,4,127.95,0.15
O00650,P009,1,239.62,0.20
O00650,P002,2,43.10,0.10
O00650,P001,2,17.74,0.20
O00650,P022,4,244.22,0.15
O00651,P028,4,75.91,0.05
O00652,P049,4,65.69,0.00
O00653,P016,3,192.84,0.20
O00653,P017,2,168.24,0.05
O00654,P031,1,176.77,0.10
O00654,P040,2,51.21,0.20
O00655,P015,1,37.40,0.00
O00655,P018,2,232.62,0.05
O00656,P040,2,27.27,0.00
O00657,P027,5,80.07,0.15
O00657,P015,2,87.35,0.05
O00657,P004,5,109.62,0.00
O00657,P020,1,70.96,0.00
O00658,P046,4,65.50,0.00
O00658,P012,1,5.12,0.15
O00658,P048,3,56.92,0.05
O00659,P059,5,29.68,0.00
O00659,P017,4,94.07,0.00
O00659,P008,1,168.88,0.15
O00660,P022,3,186.61,0.00
O00660,P048,5,134.56,0.00
O00661,P042,3,56.45,0.05
O00661,P006,1,36.96,0.15
O00662,P999,5,242.23,0.15
O00663,P013,4,231.74,0.00
O00663,P035,5,89.00,0.15
O00664,P049,2,135.71,0.00
O00664,P003,2,51.96,0.10
O00664,P046,3,223.43,0.20
O00664,P055,5,243.90,0.00
O00665,P041,1,228.15,0.00
O00665,P031,0,133.31,0.10
O00665,P051,1,45.89,0.00
O00665,P045,2,75.96,0.10
O00666,P051,2,186.47,0.05
O00667,P044,5,218.20,0.00
O00667,P011,4,188.92,0.05
O00667,P036,4,103.20,0.00
O00667,P014,2,5.87,0.10
O00668,P038,1,220.38,0.20
O00668,P033,4,128.43,0.15
O00669,P020,2,77.60,0.00
O00669,P036,1,46.91,0.00
O00669,P035,2,76.49,0.15
O00670,P057,3,232.17,0.00
O00670,P056,1,162.38,0.00
O00671,P035,1,5.33,0.00
O00671,P041,5,243.18,0.00
O00672,P046,5,69.68,0.00
O00673,P058,5,77.24,0.00
O00673,P041,1,206.85,0.00
O00673,P047,3,48.29,0.00
O00673,P035,5,31.07,0.15
O00674,P042,3,218.15,0.15
O00674,P039,5,55.50,0.05
O00674,P015,3,70.84,0.10
O00674,P041,4,43.12,0.00
O00675,P024,2,226.02,0.00
O00675,P032,2,117.54,0.20
O00675,P056,2,51.26,0.05
O00675,P047,2,163.64,0.00
O00676,P011,2,205.28,0.15
O00676,P039,2,22.01,0.00
O00676,P028,2,116.47,0.15
O00677,P007,5,38.63,0.20
O00677,P052,1,152.80,0.05
O00677,P025,1,31.95,0.00
O00677,P049,1,37.37,0.20
O00678,P018,2,234.95,0.10
O00679,P051,1,239.61,0.00
O00680,P055,1,54.56,0.05
O00680,P049,5,223.63,0.20
O00680,P011,3,86.27,0.00
O00681,P004,5,174.54,0.15
O00681,,1,10.19,0.00
O00682,P035,3,30.12,0.20
O00683,P010,1,228.47,0.00
O00683,P015,4,99.41,0.00
O00683,P042,3,60.33,0.15
O00683,P025,1,125.49,0.00
O00684,P007,3,92.53,0.10
O00684,P022,1,93.31,0.00
O00685,P039,2,48.62,0.10
O00686,P039,2,171.45,0.00
O00686,P058,3,158.06,0.00
O00686,P023,1,71.41,0.05
O00687,P060,3,203.62,0.15
O00687,P052,1,198.26,0.20
O00687,P060,2,195.55,0.00
O00688,P010,4,114.43,0.20
O00688,P051,4,204.58,0.00
O00688,P037,4,240.09,0.00
O00689,P006,3,248.71,0.00
O00689,P050,4,91.38,0.05
O00690,P031,4,152.42,0.15
O00690,P022,2,201.51,0.15
O00690,P059,2,98.87,0.10
O00690,P032,5,135.76,0.10
O00691,P025,1,147.33,0.05
O00691,P034,5,195.26,0.20
O00692,P045,1,62.61,0.00
O00692,P014,1,93.78,0.05
O00693,P059,1,19.59,0.00
O00693,P024,2,77.19,0.00
O00694,P016,2,207.81,0.00
O00694,P048,2,33.71,0.15
O00694,P046,2,97.47,0.00
O00694,P045,4,96.05,0.15
O00695,P043,5,23.06,0.20
O00696,P002,2,94.47,0.00
O00696,P016,1,8.05,0.20
O00697,P010,2,120.08,0.00
O00697,P048,5,176.14,0.00
O00697,P031,4,182.02,0.05
O00697,P051,1,75.25,0.00
O00698,P057,1,153.01,0.00
O00699,P001,4,209.00,0.15
O00699,P057,4,140.76,0.20
O00700,P059,5,127.95,0.15
O00700,P015,4,233.20,0.00
O00700,P006,5,97.49,0.00
O00701,P026,5,18.71,0.05
O00701,P012,5,153.24,0.00
O00702,P031,3,164.90,0.05
O00702,P053,4,45.37,0.20
O00702,P024,4,52.70,0.00
O00702,P007,1,93.85,0.20
O00703,P002,2,74.13,0.10
O00703,P007,1,56.91,0.00
O00703,P049,3,50.99,0.00
O00704,P016,3,25.82,0.10
O00705,P037,4,16.18,0.00
O00706,P020,1,245.22,0.20
O00707,P026,5,52.74,0.20
O00707,P026,3,243.58,0.15
O00707,P044,1,86.16,0.15
O00708,P999,2,10.79,0.20
O00709,P031,5,217.85,0.00
O00709,P019,2,42.12,0.05
O00709,P006,1,238.43,0.00
O00709,P057,2,202.82,1.50
O00710,P050,2,248.38,0.10
O00710,P034,5,164.58,0.20
O00711,P029,2,88.05,0.00
O00711,P040,4,14.79,0.15
O00711,P050,4,63.57,0.10
O00712,P010,5,158.80,0.05
O00713,P052,1,39.93,0.20
O00714,P036,1,127.22,0.05
O00714,P021,2,233.83,0.00
O00714,P005,3,146.24,0.00
O00715,P005,2,179.10,0.05
O00716,P031,3,191.96,0.05
O00716,P042,2,235.25,0.10
O00716,P032,1,94.04,0.00
O00717,P027,5,229.69,0.00
O00717,P029,3,130.55,0.10
O00717,P021,3,25.45,0.05
O00717,P033,4,69.38,0.15
O00718,P040,1,186.55,0.00
O00719,P010,1,76.20,0.00
O00720,P055,1,59.64,0.20
O00720,P030,0,90.48,0.05
O00720,P042,5,225.52,0.05
O00720,P007,1,49.16,0.00
O00721,P050,4,53.86,0.00
O00721,P005,3,88.88,0.10
O00721,P032,2,177.05,0.05
O00721,P008,3,116.36,0.10
O00722,P031,2,161.84,0.00
O00722,P037,1,247.00,0.20
O00723,,3,198.43,0.05
O00723,P014,1,56.81,0.00
O00723,P049,4,71.10,0.15
O00723,P012,1,39.72,0.00
O00724,P006,3,219.07,0.05
O00724,P056,4,133.56,0.15
O00724,P058,3,50.09,0.00
O00724,P006,4,88.78,0.20
O00725,P011,2,90.56,0.05
O00725,P031,4,136.19,0.20
O00725,P011,4,91.89,0.15
O00726,P053,1,142.41,0.10
O00726,P013,1,182.06,0.10
O00726,P040,2,84.30,0.20
O00726,P047,3,8.47,0.05
O00727,P032,3,32.82,0.15
O00727,P027,3,132.56,0.00
O00728,P054,2,160.39,0.15
O00728,P038,1,13.93,0.15
O00728,P013,4,175.62,0.20
O00728,P011,5,97.49,0.00
O00729,P013,5,238.99,0.00
O00729,P053,3,8.96,0.00
O00730,P045,4,163.97,0.05
O00731,P027,3,91.28,0.10
O00731,P028,5,243.64,0.00
O00731,P008,2,117.40,0.00
O00731,P012,5,150.74,0.10
O00732,P025,3,212.04,0.15
O00732,P044,4,160.35,0.15
O00732,P040,1,248.85,0.20
O00732,P054,1,26.95,0.00
O00733,P007,4,188.73,0.10
O00733,P060,5,29.42,0.05
O00733,P033,5,202.43,0.15
O00733,P019,4,56.90,0.20
O00734,P036,4,33.04,0.20
O00734,P031,1,90.89,0.20
O00734,P059,4,106.16,0.20
O00734,P042,4,6.85,0.00
O00735,P033,3,70.55,0.15
O00735,P017,3,210.42,0.20
O00736,P044,2,6.01,0.05
O00736,P003,1,11.42,0.20
O00736,P024,5,205.90,0.10
O00736,P021,3,46.74,0.10
O00737,P016,5,243.50,0.00
O00737,P040,4,207.98,0.20
O00737,P060,5,110.12,0.15
O00737,P025,2,103.75,0.00
O00738,P028,2,29.39,0.20
O00738,P009,5,33.99,0.10
O00739,P054,3,210.14,0.00
O00739,P021,2,27.84,0.00
O00739,P028,1,159.07,0.10
O00739,P010,1,156.42,0.10
O00740,P037,4,11.19,0.15
O00741,P030,3,50.70,0.15
O00741,P058,2,77.74,0.10
O00742,P047,4,193.74,0.15
O00742,P004,3,25.32,0.00
O00743,P041,5,217.39,0.00
O00744,P060,5,35.05,0.00
O00744,P019,3,224.17,0.00
O00744,P005,4,211.92,0.20
O00744,P014,4,29.65,0.20
O00745,P027,1,124.19,0.15
O00746,P014,4,96.93,0.00
O00747,P052,2,49.04,0.00
O00747,P058,2,166.61,0.15
O00747,P039,1,33.71,0.00
O00747,P023,4,248.74,0.10
O00748,P011,5,186.71,0.00
O00749,P039,1,136.30,0.10
O00749,P033,2,57.99,0.00
O00750,P058,2,12.22,0.00
O00751,P006,2,70.55,0.05
O00751,P013,1,90.39,0.10
O00752,P999,4,111.83,0.05
O00752,P060,2,66.26,0.00
O00752,P044,3,240.65,0.00
O00753,P011,2,238.66,0.05
O00753,P028,4,108.81,0.15
O00753,P018,3,157.60,0.10
O00754,P028,2,143.94,0.00
O00754,P058,1,115.09,0.00
O00754,P033,3,148.77,0.00
O00754,P039,5,91.29,0.00
O00755,P012,3,110.19,0.00
O00756,P016,1,57.71,0.00
O00756,P024,2,195.97,0.00
O00756,P001,3,173.62,0.15
O00757,P014,4,144.02,0.00
O00757,P058,2,142.59,0.05
O00757,P019,5,56.97,0.00
O00758,P036,3,180.48,0.20
O00759,P037,4,172.11,0.05
O00760,,3,53.54,0.00
O00760,P052,4,127.16,0.00
O00760,P027,1,35.39,0.00
O00761,P038,4,62.91,0.00
O00761,P019,1,162.69,0.20
O00761,P037,1,228.34,0.00
O00762,P054,4,14.06,0.10
O00762,P059,5,14.57,0.15
O00763,P005,4,28.29,0.20
O00764,P047,3,72.29,0.20
O00764,P023,4,24.53,0.20
O00764,P021,4,155.01,0.05
O00764,P020,4,125.86,0.15
O00765,P054,3,234.73,0.00
O00766,P015,1,207.23,0.00
O00767,P021,4,60.44,0.00
O00768,P047,3,204.95,0.10
O00768,P001,1,68.61,0.20
O00769,P008,1,237.04,0.00
O00770,P022,5,198.94,0.05
O00770,P018,2,231.58,0.10
O00770,P030,1,35.93,0.20
O00771,P049,5,222.50,0.05
O00771,P041,4,168.71,1.50
O00772,P037,4,167.00,0.00
O00772,P021,0,60.32,0.00
O00773,P046,1,91.48,0.20
O00773,P056,2,166.56,0.15
O00773,P055,2,175.26,0.00
O00774,P004,2,8.21,0.00
O00774,P030,4,51.03,0.00
O00774,P022,2,204.42,0.20
O00774,P034,5,215.31,0.20
O00775,P046,4,165.54,0.20
O00775,P033,1,228.95,0.00
O00775,P059,3,99.46,0.05
O00776,P050,4,51.04,0.00
O00776,P028,2,173.13,0.20
O00777,P010,4,219.66,0.15
O00778,P016,1,224.04,0.00
O00779,P002,4,167.15,0.05
O00779,P023,3,33.98,0.10
O00779,P006,3,110.70,0.00
O00780,P033,4,129.43,0.00
O00780,P029,3,95.59,0.00
O00780,P042,4,184.33,0.05
O00780,P013,3,51.41,0.00
O00781,P034,5,125.93,0.05
O00781,P007,1,163.34,0.00
O00781,P015,1,18.01,0.00
O00782,P016,1,135.36,0.00
O00782,P015,5,176.37,0.05
O00782,P026,4,29.81,0.15
O00783,P032,2,46.89,0.00
O00783,P023,3,177.92,0.00
O00783,P047,1,28.08,0.10
O00784,P048,3,213.87,0.15
O00784,P016,2,82.19,0.00
O00784,P011,2,86.37,0.05
O00784,P010,1,168.17,0.05
O00785,P002,2,243.71,0.00
O00785,P011,1,150.52,0.05
O00785,P038,1,124.63,0.00
O00786,P008,1,205.63,0.10
O00786,P044,3,209.65,0.10
O00786,P033,2,189.96,0.20
O00786,P007,1,79.62,0.15
O00787,P029,4,185.02,0.10
O00787,P017,4,67.11,0.05
O00787,P001,3,78.77,0.00
O00788,P008,3,173.01,0.15
O00788,P041,1,41.23,0.05
O00788,P055,2,166.53,0.00
O00788,P023,4,12.56,0.10
O00789,P024,2,187.36,0.00
O00789,P059,4,161.48,0.00
O00789,P057,5,225.30,0.05
O00789,P057,5,47.85,0.15
O00790,P057,3,100.79,0.05
O00790,P018,3,51.68,0.10
O00790,P034,3,209.36,0.00
O00791,P051,4,143.82,0.20
O00791,P051,3,75.65,0.00
O00791,P032,2,119.24,0.00
O00791,P034,3,157.82,0.15
O00792,P020,4,75.61,0.20
O00792,P019,1,116.19,0.00
O00793,P053,5,35.23,0.05
O00793,P020,1,110.42,0.15
O00793,P054,1,17.22,0.00
O00794,P057,3,197.38,0.10
O00794,P043,5,42.97,0.00
O00794,P046,3,39.94,0.15
O00795,P028,5,229.96,0.00
O00795,P999,1,120.92,0.00
O00796,P052,4,108.52,0.00
O00796,P058,3,230.44,0.10
O00797,,5,111.76,0.00
O00797,P052,5,39.09,0.20
O00797,P013,3,38.23,0.10
O00798,P020,3,25.96,0.10
O00798,P060,4,138.72,0.05
O00799,P007,2,134.00,0.15
O00799,P021,5,234.04,0.15
O00799,P023,4,91.77,0.05
O00799,P027,4,118.00,0.10
O00800,P050,4,26.66,0.00
